calories,total_fat,saturated_fat,cholesterol,sodium,calcium,fat,name
626,66,24,79,56,22,66.1,Rice Shorshe Bhapa Chingri mustard-steamed prawns Kacha aam er chatni raw mango chutney
520,34,5.8,0,540,35,34,Radhaballavi Chanar dalna cottage cheese curry Bhaja mulo fried radish
441,15,3.8,51,388,48,15.2,Chapati Bhindi masala Rajma chawal
541,30,19,53,317,30,30.37,Vegetable biryani Rajma curry Boondi raita
135,6,2.3,77,74,11,5.95,Rice Maacher tel jhal spicy fish curry Aloo fulkopi bhaja fried potatoes with cauliflower
123,4.3,1.3,77,57,3,4.25,Chapati Gobi paratha Dum aloo
51,0.9,0.2,10,25,18,0.9,Khichdi Labra mixed vegetable curry Fish curry
366,0.4,0.1,0,788,20,0.4,Rice Shorshe Posto Diye Rui Maach rohu fish in mustard and poppy seed paste Kachumber salad
307,28,10,60,930,11,27.7,Paratha Baingan masala Rajma chawal
322,0,0,0,7203,0,0,Luchi Chholar dal Alur torkari potato curry
47,0.2,0,0,94,44,0.15,Rice Bhapa Shorshe Maach steamed mustard fish Kakrol bhaja stir-fried teasel gourd
354,0.2,0.1,2,2280,280,0.2,Chapati Malai kofta Aloo methi sabzi potatoes with fenugreek
321,8.7,5.5,34,127,284,8.7,Biryani Keema curry Onion raita
16,0.2,0,0,2,15,0.18,Rice Ilish bhapa steamed Hilsa fish Shojne daata diye moong dal
34,0.1,0,0,4,28,0.13,Radhaballavi Aloo dum Lau chingri bottle gourd with prawns
319,28,9.6,255,697,70,28,Paratha Baingan bharta Mix vegetable raita
260,12,1.9,31,602,37,12.45,Luchi Aloo posto Chana masala
416,7.6,1.1,0,745,39,7.59,Rice Pabda fish curry Potol bhaja fried pointed gourd
47,0.3,0,0,14,13,0.33,Chapati Methi aloo Gajar matar sabzi carrot and pea curry
50,0.1,0,0,3,17,0.1,Biryani Chicken rezala Pineapple raita
432,12,8.3,0,1,13,11.9,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta
0,0,0,0,1,14,0,Vegetable pulao Kadai paneer Cucumber tomato salad
159,12,1.9,8,221,34,11.78,Rice Shrimp curry Jhinge aloo posto ridge gourd with potatoes in poppy seed paste
469,20,7.3,0,276,0,20.1,Paratha Methi thepla Aloo matar curry
349,1.4,0.2,0,456,99,1.4,Radhaballavi Aloo bhaja Tomato khejur chutney
20,0.2,0,0,3,20,0.2,Chapati Paneer tikka masala Bhindi masala
65,0.3,0,0,4,4,0.33,Luchi Sorshe Shorshe mustard-flavored curry Moong dal
383,0,0,0,6,117,0,Rice Shorshe Posto Bata Diye Ilish Bhapa Hilsa fish in poppy seed paste Bitter gourd fry
311,2.2,0.4,0,177,119,2.2,Biryani Chicken curry Mutton curry
50,0.2,0,0,1,18,0.2,Roti Gobi paratha Dum aloo
362,0.9,0.1,0,2,14,0.86,Khichdi Begun bhaja Mutton curry
900,100,14,0,0,0,100,Biryani Keema curry Onion raita
551,38,9.6,0,249,10,38.1,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta.
62,0.9,0.5,5,37,119,0.9,Rice Dal lentils Fish curry
149,6.4,2.6,10,290,114,6.41,Roti flatbread Chicken curry Mixed vegetable sabzi
114,1.5,0.3,57,113,11,1.48,Khichuri rice and lentil porridge Aloo bhaja fried potatoes Fish fry
192,0.7,0,0,4,8,0.69,Luchi deep-fried flatbread Aloo dum spiced potato curry Cholar dal Bengal gram lentils
86,1,0.2,30,601,39,0.96,Steamed rice Shorshe Ilish Hilsa fish in mustard sauce Bhindi bhaja fried okra
367,1,0.2,0,43,34,1.04,Paratha layered flatbread Mutton curry Baingan bhaja fried eggplant
142,3.2,0.8,90,110,5,3.2,Panta bhat fermented rice soaked in water Shorshe Maach mustard fish Potato mash
56,0.4,0,0,0,30,0.4,Rice Lau Ghonto bottle gourd curry Bhapa Maach steamed fish
418,9,1.3,0,1021,0,9,Radhaballavi stuffed lentil puri Chholar dal Aloo posto potatoes in poppy seed paste
159,0.2,0,0,5,3,0.15,Vegetable pulao Chicken rezala Raita
249,7.9,0.9,0,561,35,7.89,Rice Shorshe Posto Bata Diye Bhetki mustard-poppy seed paste fish Tomato chutney
71,0.4,0,0,377,13,0.44,Panta Ilish fermented rice with Hilsa fish Shingara samosa Chingri bhaja fried shrimp
54,1.7,0.2,0,34,184,1.7,Paratha Niramish Aloo Dum vegetarian spiced potato curry Gobi Manchurian
27,0.6,0.2,23,370,7,0.61,Rice Doi Maach fish in yogurt curry Bandhakopir torkari cabbage curry
201,0.8,0.1,0,19,35,0.8,Mutton biryani Raita Keema matar minced meat with peas
334,25,16,85,1370,772,25.01,Roti Bhindi do pyaza Palak paneer
82,2.5,0.9,6,302,35,2.46,Biryani Kosha Mangsho slow-cooked mutton Egg curry
22,0.2,0,0,14,23,0.22,Rice Shorshe Bhapa Chingri mustard-steamed prawns Kacha aam er chatni raw mango chutney
608,54,9.7,0,356,45,54.17,Radhaballavi Chanar dalna cottage cheese curry Bhaja mulo fried radish
19,0.1,0,0,371,45,0.09,Chapati Bhindi masala Rajma chawal
254,16,10,64,619,782,15.92,Vegetable biryani Rajma curry Boondi raita
500,25,13,11,430,0,25.1,Rice Maacher tel jhal spicy fish curry Aloo fulkopi bhaja fried potatoes with cauliflower
431,16,3.8,0,229,1,15.7,Chapati Gobi paratha Dum aloo
371,24,7.4,28,814,47,24.42,Khichdi Labra mixed vegetable curry Fish curry
309,10,3.6,4,671,52,10.14,Rice Shorshe Posto Diye Rui Maach rohu fish in mustard and poppy seed paste Kachumber salad
471,20,2.4,0,294,61,19.8,Paratha Baingan masala Rajma chawal
14,0.1,0,0,2,14,0.08,Luchi Chholar dal Alur torkari potato curry
141,6.2,1.4,59,51,25,6.18,Rice Bhapa Shorshe Maach steamed mustard fish Kakrol bhaja stir-fried teasel gourd
68,2.5,0.6,55,112,45,2.47,Chapati Malai kofta Aloo methi sabzi potatoes with fenugreek
185,5.3,1,0,528,20,5.29,Biryani Keema curry Onion raita
898,100,32,97,27,1,99.5,Rice Ilish bhapa steamed Hilsa fish Shojne daata diye moong dal
548,43,14,107,2193,10,43.27,Radhaballavi Aloo dum Lau chingri bottle gourd with prawns
479,21,3.4,0,1006,0,20.6,Paratha Baingan bharta Mix vegetable raita
199,14,2.6,80,0,18,13.6,Luchi Aloo posto Chana masala
432,12,1.7,2,657,135,11.6,Rice Pabda fish curry Potol bhaja fried pointed gourd
370,5,3.1,20,1150,800,5,Chapati Methi aloo Gajar matar sabzi carrot and pea curry
250,20,4.1,63,72,45,19.62,Biryani Chicken rezala Pineapple raita
33,0.1,0,0,0,12,0.1,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta
124,0.7,0.1,0,20,36,0.68,Vegetable pulao Kadai paneer Cucumber tomato salad
41,0.2,0,0,0,5,0.2,Rice Shrimp curry Jhinge aloo posto ridge gourd with potatoes in poppy seed paste
239,1.2,0.2,0,4,19,1.19,Paratha Methi thepla Aloo matar curry
459,19,9.5,0,230,36,18.9,Radhaballavi Aloo bhaja Tomato khejur chutney
55,1.9,0.3,0,63,31,1.9,Chapati Paneer tikka masala Bhindi masala
95,2.8,0.7,58,43,14,2.82,Luchi Sorshe Shorshe mustard-flavored curry Moong dal
435,14,3.8,13,42,47,13.69,Rice Shorshe Posto Bata Diye Ilish Bhapa Hilsa fish in poppy seed paste Bitter gourd fry
92,1,0.2,37,53,27,1.02,Biryani Chicken curry Mutton curry
19,0.7,0.1,0,287,16,0.65,Roti Gobi paratha Dum aloo
111,3.4,0.9,271,147,16,3.37,Khichdi Begun bhaja Mutton curry
324,18,6.6,32,1008,331,17.87,Biryani Keema curry Onion raita
112,0.8,0.2,0,1,10,0.83,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta.
640,53,8.3,0,0,46,52.91,Rice Dal lentils Fish curry
111,2.7,0.7,65,75,10,2.7,Roti flatbread Chicken curry Mixed vegetable sabzi
333,19,7.2,43,738,351,18.76,Khichuri rice and lentil porridge Aloo bhaja fried potatoes Fish fry
53,0.2,0,0,12,11,0.16,Luchi deep-fried flatbread Aloo dum spiced potato curry Cholar dal Bengal gram lentils
330,12,4.6,7,329,57,12.22,Steamed rice Shorshe Ilish Hilsa fish in mustard sauce Bhindi bhaja fried okra
83,2.1,0.7,13,45,8,2.06,Paratha layered flatbread Mutton curry Baingan bhaja fried eggplant
247,3.1,0.9,0,548,106,3.1,Panta bhat fermented rice soaked in water Shorshe Maach mustard fish Potato mash
442,16,3.2,0,177,0,16.13,Rice Lau Ghonto bottle gourd curry Bhapa Maach steamed fish
55,0.7,0,0,131,23,0.71,Radhaballavi stuffed lentil puri Chholar dal Aloo posto potatoes in poppy seed paste
34,0,0,0,7,3,0,Vegetable pulao Chicken rezala Raita
403,22,5.7,21,414,71,22.4,Rice Shorshe Posto Bata Diye Bhetki mustard-poppy seed paste fish Tomato chutney
142,6.3,1,55,44,12,6.34,Panta Ilish fermented rice with Hilsa fish Shingara samosa Chingri bhaja fried shrimp
155,8.3,0,0,0,0,8.3,Paratha Niramish Aloo Dum vegetarian spiced potato curry Gobi Manchurian
51,0.2,0,0,9,6,0.2,Rice Doi Maach fish in yogurt curry Bandhakopir torkari cabbage curry
192,9.1,1.7,0,463,14,9.05,Mutton biryani Raita Keema matar minced meat with peas
424,10,1.6,0,659,79,10,Roti Bhindi do pyaza Palak paneer
191,11,4.4,31,524,185,11.06,Biryani Kosha Mangsho slow-cooked mutton Egg curry
407,17,2.7,42,275,22,16.69,Rice Shorshe Bhapa Chingri mustard-steamed prawns Kacha aam er chatni raw mango chutney
142,4.6,1.3,1,152,51,4.6,Radhaballavi Chanar dalna cottage cheese curry Bhaja mulo fried radish
133,4.4,1.8,46,1258,8,4.42,Chapati Bhindi masala Rajma chawal
326,31,0,0,0,19,31.4,Vegetable biryani Rajma curry Boondi raita
270,12,3,0,191,10,12.2,Rice Maacher tel jhal spicy fish curry Aloo fulkopi bhaja fried potatoes with cauliflower
43,0,0,0,39,6,0,Chapati Gobi paratha Dum aloo
82,0.2,0.1,4,33,97,0.15,Khichdi Labra mixed vegetable curry Fish curry
103,2.6,1.6,12,33,88,2.57,Rice Shorshe Posto Diye Rui Maach rohu fish in mustard and poppy seed paste Kachumber salad
400,13,3.1,0,1410,187,12.9,Paratha Baingan masala Rajma chawal
506,24,16,0,257,0,24.1,Luchi Chholar dal Alur torkari potato curry
173,7,4.3,21,873,415,7,Rice Bhapa Shorshe Maach steamed mustard fish Kakrol bhaja stir-fried teasel gourd
86,1,0.1,59,295,46,0.97,Chapati Malai kofta Aloo methi sabzi potatoes with fenugreek
109,0.5,0.2,39,45,4,0.49,Biryani Keema curry Onion raita
186,1.5,0.3,0,9,34,1.53,Rice Ilish bhapa steamed Hilsa fish Shojne daata diye moong dal
113,0.4,0.1,0,336,47,0.43,Radhaballavi Aloo dum Lau chingri bottle gourd with prawns
100,1.3,0.3,37,64,32,1.34,Paratha Baingan bharta Mix vegetable raita
515,24,11,0,111,9,24.18,Luchi Aloo posto Chana masala
93,0.1,0,0,241,5,0.1,Rice Pabda fish curry Potol bhaja fried pointed gourd
175,6.1,1.9,68,55,8,6.05,Chapati Methi aloo Gajar matar sabzi carrot and pea curry
50,0,0,0,626,9,0,Biryani Chicken rezala Pineapple raita
573,50,7,0,11,975,49.67,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta
127,0,0,18,1000,961,0,Vegetable pulao Kadai paneer Cucumber tomato salad
367,1.7,0.5,0,53,94,1.68,Rice Shrimp curry Jhinge aloo posto ridge gourd with potatoes in poppy seed paste
22,0.3,0.1,0,12,118,0.31,Paratha Methi thepla Aloo matar curry
436,14,2.6,0,600,17,14.3,Radhaballavi Aloo bhaja Tomato khejur chutney
47,1,0,0,39,118,0.97,Chapati Paneer tikka masala Bhindi masala
234,13,1.1,0,400,42,12.77,Luchi Sorshe Shorshe mustard-flavored curry Moong dal
130,1.2,0.4,65,153,98,1.2,Rice Shorshe Posto Bata Diye Ilish Bhapa Hilsa fish in poppy seed paste Bitter gourd fry
44,0.7,0.1,0,290,149,0.68,Biryani Chicken curry Mutton curry
371,0,0,0,234,4,0,Roti Gobi paratha Dum aloo
243,0.3,0.1,0,87,14,0.32,Khichdi Begun bhaja Mutton curry
81,0.1,0,0,0,22,0.1,Biryani Keema curry Onion raita
238,22,3.4,16,827,6,22.22,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta.
363,3.7,0.5,0,5,138,3.69,Rice Dal lentils Fish curry
92,0.6,0.1,0,4,7,0.62,Roti flatbread Chicken curry Mixed vegetable sabzi
91,0.2,0,0,53,22,0.2,Khichuri rice and lentil porridge Aloo bhaja fried potatoes Fish fry
47,0.2,0,0,4,10,0.15,Luchi deep-fried flatbread Aloo dum spiced potato curry Cholar dal Bengal gram lentils
83,0.9,0.1,0,430,35,0.87,Steamed rice Shorshe Ilish Hilsa fish in mustard sauce Bhindi bhaja fried okra
134,1,0.3,78,69,6,0.97,Paratha layered flatbread Mutton curry Baingan bhaja fried eggplant
130,7.9,2,61,49,64,7.9,Panta bhat fermented rice soaked in water Shorshe Maach mustard fish Potato mash
314,3,0.4,0,193,134,3,Rice Lau Ghonto bottle gourd curry Bhapa Maach steamed fish
35,0.1,0,0,2,16,0.11,Radhaballavi stuffed lentil puri Chholar dal Aloo posto potatoes in poppy seed paste
333,29,9.5,73,1046,40,29.43,Vegetable pulao Chicken rezala Raita
143,5.6,1.5,72,112,11,5.64,Rice Shorshe Posto Bata Diye Bhetki mustard-poppy seed paste fish Tomato chutney
146,2.8,1,67,993,7,2.78,Panta Ilish fermented rice with Hilsa fish Shingara samosa Chingri bhaja fried shrimp
347,1.3,0.3,0,17,138,1.31,Paratha Niramish Aloo Dum vegetarian spiced potato curry Gobi Manchurian
116,8,1.2,0,2873,46,8,Rice Doi Maach fish in yogurt curry Bandhakopir torkari cabbage curry
54,0.5,0.1,0,8,96,0.49,Mutton biryani Raita Keema matar minced meat with peas
462,44,14,150,697,70,43.84,Roti Bhindi do pyaza Palak paneer
372,0,0,0,636,909,0,Biryani Kosha Mangsho slow-cooked mutton Egg curry
250,15,5.8,36,453,82,15.33,Rice Shorshe Bhapa Chingri mustard-steamed prawns Kacha aam er chatni raw mango chutney
335,0.1,0.1,0,196,55,0.1,Radhaballavi Chanar dalna cottage cheese curry Bhaja mulo fried radish
884,100,26,0,0,0,100,Chapati Bhindi masala Rajma chawal
49,0.9,0.2,0,4,84,0.87,Vegetable biryani Rajma curry Boondi raita
216,0,0,0,341,49,0,Rice Maacher tel jhal spicy fish curry Aloo fulkopi bhaja fried potatoes with cauliflower
217,12,2.8,82,918,84,12.37,Chapati Gobi paratha Dum aloo
894,99,15,0,0,0,99.32,Khichdi Labra mixed vegetable curry Fish curry
54,0.1,0,0,2,3,0.1,Rice Shorshe Posto Diye Rui Maach rohu fish in mustard and poppy seed paste Kachumber salad
43,0.2,0,0,3,10,0.2,Paratha Baingan masala Rajma chawal
70,0.3,0,0,2,12,0.3,Luchi Chholar dal Alur torkari potato curry
130,5.3,2.1,13,284,111,5.33,Rice Bhapa Shorshe Maach steamed mustard fish Kakrol bhaja stir-fried teasel gourd
381,9.2,0.9,0,585,0,9.2,Chapati Malai kofta Aloo methi sabzi potatoes with fenugreek
471,21,4.2,0,492,21,20.8,Biryani Keema curry Onion raita
412,17,5.4,5,281,0,16.8,Rice Ilish bhapa steamed Hilsa fish Shojne daata diye moong dal
67,0.4,0.2,2,238,8,0.4,Radhaballavi Aloo dum Lau chingri bottle gourd with prawns
52,1,0.3,4,297,11,0.96,Paratha Baingan bharta Mix vegetable raita
399,33,6.1,15,933,59,33.33,Luchi Aloo posto Chana masala
169,1.5,0.3,1,1004,24,1.47,Rice Pabda fish curry Potol bhaja fried pointed gourd
137,0.4,0,65,206,57,0.4,Chapati Methi aloo Gajar matar sabzi carrot and pea curry
518,31,8,0,753,61,31.4,Biryani Chicken rezala Pineapple raita
43,0,0,0,15,3,0,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta
25,0.3,0,0,425,11,0.29,Vegetable pulao Kadai paneer Cucumber tomato salad
259,13,3.5,98,71,5,13.39,Rice Shrimp curry Jhinge aloo posto ridge gourd with potatoes in poppy seed paste
279,3.9,0.8,0,494,144,3.91,Paratha Methi thepla Aloo matar curry
398,10,0.9,0,471,126,10.4,Radhaballavi Aloo bhaja Tomato khejur chutney
90,1.3,0.2,67,72,48,1.31,Chapati Paneer tikka masala Bhindi masala
258,0,0,0,52,8,0,Luchi Sorshe Shorshe mustard-flavored curry Moong dal
142,6.6,2.4,6,430,48,6.57,Rice Shorshe Posto Bata Diye Ilish Bhapa Hilsa fish in poppy seed paste Bitter gourd fry
172,7.9,1.9,78,97,6,7.93,Biryani Chicken curry Mutton curry
28,0.3,0.1,0,789,28,0.3,Roti Gobi paratha Dum aloo
25,0,0,0,0,0,0,Khichdi Begun bhaja Mutton curry
64,0.4,0,0,1,29,0.43,Biryani Keema curry Onion raita
35,0.1,0,0,10,36,0.06,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta.
363,0.5,0,0,506,5,0.5,Rice Dal lentils Fish curry
139,6,2.9,14,445,150,6.04,Roti flatbread Chicken curry Mixed vegetable sabzi
378,0.7,0.1,0,1332,2,0.7,Khichuri rice and lentil porridge Aloo bhaja fried potatoes Fish fry
58,0.2,0,0,16,1,0.22,Luchi deep-fried flatbread Aloo dum spiced potato curry Cholar dal Bengal gram lentils
88,1.2,0,0,15,176,1.18,Steamed rice Shorshe Ilish Hilsa fish in mustard sauce Bhindi bhaja fried okra
490,22,8.1,34,527,0,22,Paratha layered flatbread Mutton curry Baingan bhaja fried eggplant
224,13,11,2,72,71,13.1,Panta bhat fermented rice soaked in water Shorshe Maach mustard fish Potato mash
43,2.4,0.3,0,0,0,2.4,Rice Lau Ghonto bottle gourd curry Bhapa Maach steamed fish
222,13,7.5,91,61,131,13,Radhaballavi stuffed lentil puri Chholar dal Aloo posto potatoes in poppy seed paste
103,1.5,0.2,54,65,5,1.5,Vegetable pulao Chicken rezala Raita
395,5.3,1.2,0,732,183,5.3,Rice Shorshe Posto Bata Diye Bhetki mustard-poppy seed paste fish Tomato chutney
134,7.7,2.5,39,883,6,7.65,Panta Ilish fermented rice with Hilsa fish Shingara samosa Chingri bhaja fried shrimp
355,26,2.4,0,1133,13,26.18,Paratha Niramish Aloo Dum vegetarian spiced potato curry Gobi Manchurian
792,79,5,0,59,0,78.69,Rice Doi Maach fish in yogurt curry Bandhakopir torkari cabbage curry
186,7.2,2.6,17,277,24,7.21,Mutton biryani Raita Keema matar minced meat with peas
174,9,2.7,20,473,75,9.04,Roti Bhindi do pyaza Palak paneer
109,0.9,0.2,94,113,19,0.9,Biryani Kosha Mangsho slow-cooked mutton Egg curry
154,2.3,0.6,82,53,6,2.3,Rice Shorshe Bhapa Chingri mustard-steamed prawns Kacha aam er chatni raw mango chutney
345,2.6,0.7,0,12,166,2.6,Radhaballavi Chanar dalna cottage cheese curry Bhaja mulo fried radish
475,20,10,0,324,0,20.2,Chapati Bhindi masala Rajma chawal
190,8.6,0,67,92,65,8.63,Vegetable biryani Rajma curry Boondi raita
97,2,0,32,23,10,1.95,Rice Maacher tel jhal spicy fish curry Aloo fulkopi bhaja fried potatoes with cauliflower
46,0.2,0,0,0,6,0.2,Chapati Gobi paratha Dum aloo
133,3.3,1.1,58,33,3,3.25,Khichdi Labra mixed vegetable curry Fish curry
221,6.3,1.3,2,351,52,6.3,Rice Shorshe Posto Diye Rui Maach rohu fish in mustard and poppy seed paste Kachumber salad
81,1.3,0.8,4,217,36,1.28,Paratha Baingan masala Rajma chawal
37,0.8,0.1,0,85,36,0.8,Luchi Chholar dal Alur torkari potato curry
145,10,1.4,0,2,345,9.99,Rice Bhapa Shorshe Maach steamed mustard fish Kakrol bhaja stir-fried teasel gourd
286,22,7.6,66,666,80,22.21,Chapati Malai kofta Aloo methi sabzi potatoes with fenugreek
325,30,9.7,61,928,24,29.63,Biryani Keema curry Onion raita
149,0,0,0,20,1,0.03,Rice Ilish bhapa steamed Hilsa fish Shojne daata diye moong dal
278,14,2.6,0,0,0,13.93,Radhaballavi Aloo dum Lau chingri bottle gourd with prawns
282,16,6.9,0,0,0,16.13,Paratha Baingan bharta Mix vegetable raita
507,26,6.1,1,753,147,26.3,Luchi Aloo posto Chana masala
78,0.1,0,0,0,5,0.1,Rice Pabda fish curry Potol bhaja fried pointed gourd
371,19,2.8,40,354,46,18.5,Chapati Methi aloo Gajar matar sabzi carrot and pea curry
323,19,3.4,86,838,45,18.9,Biryani Chicken rezala Pineapple raita
349,18,4,0,428,53,17.74,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta
234,11,5.1,109,135,10,11.09,Vegetable pulao Kadai paneer Cucumber tomato salad
79,1.5,0.3,52,287,28,1.54,Rice Shrimp curry Jhinge aloo posto ridge gourd with potatoes in poppy seed paste
371,6.9,1.1,0,3,47,6.87,Paratha Methi thepla Aloo matar curry
451,14,4.7,0,571,13,14,Radhaballavi Aloo bhaja Tomato khejur chutney
60,0.2,0.1,0,219,5,0.21,Chapati Paneer tikka masala Bhindi masala
325,20,3.9,46,787,26,20.31,Luchi Sorshe Shorshe mustard-flavored curry Moong dal
43,0.1,0,0,0,3,0.1,Rice Shorshe Posto Bata Diye Ilish Bhapa Hilsa fish in poppy seed paste Bitter gourd fry
207,2.7,0.7,0,28,86,2.7,Biryani Chicken curry Mutton curry
178,8.7,1.4,0,428,13,8.71,Roti Gobi paratha Dum aloo
412,22,4,87,262,32,22.2,Khichdi Begun bhaja Mutton curry
289,11,2.7,0,254,22,10.8,Biryani Keema curry Onion raita
360,1.2,0.2,0,34,72,1.24,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta.
294,13,3.6,19,484,78,12.5,Rice Dal lentils Fish curry
294,11,2.8,26,636,0,10.9,Roti flatbread Chicken curry Mixed vegetable sabzi
265,13,3.1,0,211,7,12.5,Khichuri rice and lentil porridge Aloo bhaja fried potatoes Fish fry
41,0,0,0,13,5,0,Luchi deep-fried flatbread Aloo dum spiced potato curry Cholar dal Bengal gram lentils
163,4.7,1.2,87,65,8,4.65,Steamed rice Shorshe Ilish Hilsa fish in mustard sauce Bhindi bhaja fried okra
374,30,19,105,617,651,29.68,Paratha layered flatbread Mutton curry Baingan bhaja fried eggplant
486,22,3.6,0,909,0,22.1,Panta bhat fermented rice soaked in water Shorshe Maach mustard fish Potato mash
262,0.6,0,0,6,34,0.63,Rice Lau Ghonto bottle gourd curry Bhapa Maach steamed fish
13,0.1,0,0,198,8,0.09,Radhaballavi stuffed lentil puri Chholar dal Aloo posto potatoes in poppy seed paste
16,0.8,0.2,1,156,3,0.81,Vegetable pulao Chicken rezala Raita
103,1,0.3,47,37,29,1.01,Rice Shorshe Posto Bata Diye Bhetki mustard-poppy seed paste fish Tomato chutney
131,0.2,0,0,161,8,0.18,Panta Ilish fermented rice with Hilsa fish Shingara samosa Chingri bhaja fried shrimp
321,23,9.9,55,438,51,22.5,Paratha Niramish Aloo Dum vegetarian spiced potato curry Gobi Manchurian
484,20,5.4,0,1148,26,20.37,Rice Doi Maach fish in yogurt curry Bandhakopir torkari cabbage curry
89,0.7,0.1,67,80,80,0.7,Mutton biryani Raita Keema matar minced meat with peas
172,0.6,0,0,1242,47,0.62,Roti Bhindi do pyaza Palak paneer
506,26,3.8,0,413,54,25.58,Biryani Kosha Mangsho slow-cooked mutton Egg curry
119,4.8,1.6,345,71,8,4.83,Rice Shorshe Bhapa Chingri mustard-steamed prawns Kacha aam er chatni raw mango chutney
153,9.3,2.7,136,74,12,9.33,Radhaballavi Chanar dalna cottage cheese curry Bhaja mulo fried radish
22,0.3,0.1,0,169,14,0.31,Chapati Bhindi masala Rajma chawal
23,0.5,0,0,46,67,0.52,Vegetable biryani Rajma curry Boondi raita
458,20,3.8,0,234,74,20.4,Rice Maacher tel jhal spicy fish curry Aloo fulkopi bhaja fried potatoes with cauliflower
51,0.6,0.1,0,1,8,0.64,Chapati Gobi paratha Dum aloo
201,3.2,0.4,0,459,57,3.2,Khichdi Labra mixed vegetable curry Fish curry
297,4.8,1.2,0,377,72,4.8,Rice Shorshe Posto Diye Rui Maach rohu fish in mustard and poppy seed paste Kachumber salad
245,2.2,0.3,0,404,124,2.2,Paratha Baingan masala Rajma chawal
0,0,0,0,3,3,0,Luchi Chholar dal Alur torkari potato curry
143,3,0.9,75,86,17,3.03,Rice Bhapa Shorshe Maach steamed mustard fish Kakrol bhaja stir-fried teasel gourd
321,10,2.8,62,795,75,10.2,Chapati Malai kofta Aloo methi sabzi potatoes with fenugreek
148,6.3,1.6,63,79,10,6.32,Biryani Keema curry Onion raita
159,5.4,1.2,76,77,9,5.44,Rice Ilish bhapa steamed Hilsa fish Shojne daata diye moong dal
294,1.8,0.3,0,370,20,1.8,Radhaballavi Aloo dum Lau chingri bottle gourd with prawns
96,0.2,0,0,6,37,0.18,Paratha Baingan bharta Mix vegetable raita
135,2.4,0,0,0,0,2.4,Luchi Aloo posto Chana masala
21,0,0,0,280,8,0,Rice Pabda fish curry Potol bhaja fried pointed gourd
297,26,6.1,78,848,7,26.34,Chapati Methi aloo Gajar matar sabzi carrot and pea curry
158,8.8,3.4,53,928,21,8.75,Biryani Chicken rezala Pineapple raita
45,0,0,0,10,8,0,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta
470,17,5.5,0,380,0,17.4,Vegetable pulao Kadai paneer Cucumber tomato salad
99,1,0.2,0,4,18,1.02,Rice Shrimp curry Jhinge aloo posto ridge gourd with potatoes in poppy seed paste
111,6.2,1.6,58,49,41,6.2,Paratha Methi thepla Aloo matar curry
504,46,18,97,1582,19,46.28,Radhaballavi Aloo bhaja Tomato khejur chutney
497,25,8.3,0,290,43,25.2,Chapati Paneer tikka masala Bhindi masala
128,0,0,0,22,2,0,Luchi Sorshe Shorshe mustard-flavored curry Moong dal
202,12,1.3,16,1120,40,12.42,Rice Shorshe Posto Bata Diye Ilish Bhapa Hilsa fish in poppy seed paste Bitter gourd fry
262,18,2.4,13,870,77,18,Biryani Chicken curry Mutton curry
72,0.1,0,0,8,9,0.1,Roti Gobi paratha Dum aloo
126,0.7,0.1,0,0,1,0.73,Khichdi Begun bhaja Mutton curry
295,29,18,90,436,71,28.6,Biryani Keema curry Onion raita
95,4.2,2.6,14,403,56,4.2,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta.
475,20,10,0,324,0,20.2,Rice Dal lentils Fish curry
38,0,0,0,656,0,0,Roti flatbread Chicken curry Mixed vegetable sabzi
170,8.5,3.1,19,351,45,8.52,Khichuri rice and lentil porridge Aloo bhaja fried potatoes Fish fry
0,0,0,0,21,5,0,Luchi deep-fried flatbread Aloo dum spiced potato curry Cholar dal Bengal gram lentils
394,26,13,59,677,432,25.5,Steamed rice Shorshe Ilish Hilsa fish in mustard sauce Bhindi bhaja fried okra
13,0.2,0,0,65,105,0.2,Paratha layered flatbread Mutton curry Baingan bhaja fried eggplant
42,0.2,0,0,1,8,0.2,Panta bhat fermented rice soaked in water Shorshe Maach mustard fish Potato mash
65,0.3,0,0,4,4,0.33,Rice Lau Ghonto bottle gourd curry Bhapa Maach steamed fish
250,15,6.2,86,897,12,14.93,Radhaballavi stuffed lentil puri Chholar dal Aloo posto potatoes in poppy seed paste
82,0.2,0,0,20,60,0.2,Vegetable pulao Chicken rezala Raita
131,0.2,0.1,1,1265,33,0.23,Rice Shorshe Posto Bata Diye Bhetki mustard-poppy seed paste fish Tomato chutney
